"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00067 0 -0.000804
"2" 1750.125 -0.00406 -0.00222 -0.002208
"3" 1750.209 -0.00746 -0.00445 -0.003612
"4" 1750.292 -0.01085 -0.00667 -0.005016
"5" 1750.375 -0.01424 -0.0089 -0.00642
"6" 1750.459 -0.01764 -0.01112 -0.007824
"7" 1750.542 -0.02103 -0.01334 -0.009228
"8" 1750.625 -0.02443 -0.01557 -0.010632
"9" 1750.709 -0.02782 -0.01779 -0.012036
"10" 1750.792 -0.03122 -0.02001 -0.01344
"11" 1750.875 -0.03461 -0.02224 -0.014844
"12" 1750.959 -0.038 -0.02446 -0.016248
"13" 1751.042 -0.0414 -0.02669 -0.017652
"14" 1751.125 -0.04296 -0.02688 -0.019296
"15" 1751.209 -0.04445 -0.02698 -0.020952
"16" 1751.292 -0.04593 -0.02709 -0.022608
"17" 1751.375 -0.04741 -0.0272 -0.024264
"18" 1751.459 -0.0489 -0.0273 -0.02592
"19" 1751.542 -0.05038 -0.02741 -0.027564
"20" 1751.625 -0.05187 -0.02751 -0.02922
"21" 1751.709 -0.05335 -0.02762 -0.030876
"22" 1751.792 -0.05484 -0.02773 -0.032532
"23" 1751.875 -0.05632 -0.02783 -0.034188
"24" 1751.959 -0.0578 -0.02794 -0.035832
"25" 1752.042 -0.05929 -0.02805 -0.037488
"26" 1752.125 -0.05984 -0.02816 -0.038016
"27" 1752.209 -0.06032 -0.02827 -0.038448
"28" 1752.292 -0.06079 -0.02839 -0.03888
"29" 1752.375 -0.06126 -0.0285 -0.039312
"30" 1752.459 -0.06173 -0.02862 -0.039744
"31" 1752.542 -0.0622 -0.02873 -0.040164
"32" 1752.625 -0.06268 -0.02885 -0.040596
"33" 1752.709 -0.06315 -0.02896 -0.041028
"34" 1752.792 -0.06362 -0.02907 -0.04146
"35" 1752.875 -0.06409 -0.02919 -0.041892
"36" 1752.959 -0.06457 -0.0293 -0.042312
"37" 1753.042 -0.06504 -0.02942 -0.042744
"38" 1753.125 -0.06595 -0.02952 -0.043716
"39" 1753.209 -0.06691 -0.02962 -0.04476
"40" 1753.292 -0.06788 -0.02972 -0.045792
"41" 1753.375 -0.06885 -0.02982 -0.046836
"42" 1753.459 -0.06982 -0.02992 -0.04788
"43" 1753.542 -0.07079 -0.03002 -0.048924
"44" 1753.625 -0.07176 -0.03012 -0.049968
"45" 1753.709 -0.07272 -0.03022 -0.051
"46" 1753.792 -0.07369 -0.03032 -0.052044
