"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -4e-04 0 -0.00048
"2" 1750.125 -0.00384 -0.00173 -0.00252
"3" 1750.209 -0.00727 -0.00347 -0.00456
"4" 1750.292 -0.01071 -0.0052 -0.0066
"5" 1750.375 -0.01414 -0.00694 -0.00864
"6" 1750.459 -0.01758 -0.00867 -0.010692
"7" 1750.542 -0.02101 -0.01041 -0.012732
"8" 1750.625 -0.02445 -0.01214 -0.014772
"9" 1750.709 -0.02788 -0.01388 -0.016812
"10" 1750.792 -0.03132 -0.01561 -0.018852
"11" 1750.875 -0.03476 -0.01734 -0.020892
"12" 1750.959 -0.03819 -0.01908 -0.022932
"13" 1751.042 -0.04163 -0.02081 -0.024972
"14" 1751.125 -0.04368 -0.02093 -0.0273
"15" 1751.209 -0.04568 -0.02098 -0.02964
"16" 1751.292 -0.04768 -0.02103 -0.03198
"17" 1751.375 -0.04967 -0.02107 -0.03432
"18" 1751.459 -0.05167 -0.02112 -0.03666
"19" 1751.542 -0.05367 -0.02117 -0.039
"20" 1751.625 -0.05566 -0.02122 -0.04134
"21" 1751.709 -0.05766 -0.02126 -0.04368
"22" 1751.792 -0.05966 -0.02131 -0.04602
"23" 1751.875 -0.06165 -0.02136 -0.04836
"24" 1751.959 -0.06365 -0.02141 -0.0507
"25" 1752.042 -0.06565 -0.02145 -0.05304
"26" 1752.125 -0.06632 -0.0215 -0.053784
"27" 1752.209 -0.06687 -0.02154 -0.054396
"28" 1752.292 -0.06742 -0.02159 -0.054996
"29" 1752.375 -0.06798 -0.02164 -0.055608
"30" 1752.459 -0.06853 -0.02168 -0.05622
"31" 1752.542 -0.06908 -0.02173 -0.05682
"32" 1752.625 -0.06963 -0.02177 -0.057432
"33" 1752.709 -0.07019 -0.02182 -0.058032
"34" 1752.792 -0.07074 -0.02187 -0.058644
"35" 1752.875 -0.07129 -0.02191 -0.059256
"36" 1752.959 -0.07184 -0.02196 -0.059856
"37" 1753.042 -0.0724 -0.02201 -0.060468
"38" 1753.125 -0.07359 -0.02206 -0.061836
"39" 1753.209 -0.07487 -0.02211 -0.063312
"40" 1753.292 -0.07615 -0.02216 -0.064788
"41" 1753.375 -0.07743 -0.02221 -0.066252
"42" 1753.459 -0.07871 -0.02227 -0.067728
"43" 1753.542 -0.07999 -0.02232 -0.069204
"44" 1753.625 -0.08127 -0.02237 -0.07068
"45" 1753.709 -0.08255 -0.02243 -0.072144
"46" 1753.792 -0.08383 -0.02248 -0.07362
"47" 1753.875 -0.08511 -0.02253 -0.075096
"48" 1753.959 -0.08639 -0.02258 -0.076572
"49" 1754.042 -0.08767 -0.02264 -0.078048
"50" 1754.125 -0.12601 -0.02269 -0.123984
"51" 1754.209 -0.17163 -0.02275 -0.178656
"52" 1754.292 -0.21725 -0.0228 -0.23334
