"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00054 0 -0.000648
"2" 1750.125 -0.00283 -0.00187 -0.001152
"3" 1750.209 -0.00513 -0.00375 -0.001656
"4" 1750.292 -0.00743 -0.00562 -0.002172
"5" 1750.375 -0.00973 -0.00749 -0.002676
"6" 1750.459 -0.01203 -0.00937 -0.003192
"7" 1750.542 -0.01432 -0.01124 -0.003696
"8" 1750.625 -0.01662 -0.01312 -0.004212
"9" 1750.709 -0.01892 -0.01499 -0.004716
"10" 1750.792 -0.02122 -0.01686 -0.005232
"11" 1750.875 -0.02352 -0.01874 -0.005736
"12" 1750.959 -0.02581 -0.02061 -0.00624
"13" 1751.042 -0.02811 -0.02248 -0.006756
"14" 1751.125 -0.02882 -0.02267 -0.00738
"15" 1751.209 -0.02947 -0.02279 -0.008016
"16" 1751.292 -0.03011 -0.0229 -0.008652
"17" 1751.375 -0.03075 -0.02302 -0.009276
"18" 1751.459 -0.0314 -0.02314 -0.009912
"19" 1751.542 -0.03204 -0.02325 -0.010548
"20" 1751.625 -0.03268 -0.02337 -0.011172
"21" 1751.709 -0.03333 -0.02349 -0.011808
"22" 1751.792 -0.03397 -0.0236 -0.012444
"23" 1751.875 -0.03461 -0.02372 -0.01308
"24" 1751.959 -0.03526 -0.02383 -0.013704
"25" 1752.042 -0.0359 -0.02395 -0.01434
"26" 1752.125 -0.03619 -0.02407 -0.014544
"27" 1752.209 -0.03644 -0.02419 -0.014712
"28" 1752.292 -0.0367 -0.02431 -0.014868
"29" 1752.375 -0.03695 -0.02442 -0.015036
"30" 1752.459 -0.03721 -0.02454 -0.015204
"31" 1752.542 -0.03746 -0.02466 -0.01536
"32" 1752.625 -0.03772 -0.02478 -0.015528
"33" 1752.709 -0.03797 -0.0249 -0.015696
"34" 1752.792 -0.03823 -0.02501 -0.015852
"35" 1752.875 -0.03848 -0.02513 -0.01602
"36" 1752.959 -0.03874 -0.02525 -0.016188
"37" 1753.042 -0.03899 -0.02537 -0.016344
"38" 1753.125 -0.03941 -0.02548 -0.016716
"39" 1753.209 -0.03985 -0.02559 -0.017112
"40" 1753.292 -0.04029 -0.0257 -0.01752
"41" 1753.375 -0.04074 -0.02581 -0.017916
"42" 1753.459 -0.04118 -0.02592 -0.018312
"43" 1753.542 -0.04162 -0.02603 -0.018708
"44" 1753.625 -0.04206 -0.02614 -0.019104
"45" 1753.709 -0.0425 -0.02625 -0.019512
"46" 1753.792 -0.04295 -0.02636 -0.019908
"47" 1753.875 -0.04339 -0.02647 -0.020304
"48" 1753.959 -0.04383 -0.02658 -0.0207
"49" 1754.042 -0.04427 -0.02669 -0.021096
"50" 1754.125 -0.09413 -0.02681 -0.080784
"51" 1754.209 -0.15369 -0.02693 -0.1521
"52" 1754.292 -0.21325 -0.02706 -0.223428
"53" 1754.375 -0.27281 -0.02718 -0.294756
"54" 1754.459 -0.33237 -0.02731 -0.366072
"55" 1754.542 -0.39193 -0.02743 -0.4374
"56" 1754.625 -0.45149 -0.02756 -0.508728
"57" 1754.709 -0.51106 -0.02768 -0.580044
"58" 1754.792 -0.57062 -0.02781 -0.651372
"59" 1754.875 -0.63018 -0.02793 -0.7227
"60" 1754.959 -0.68974 -0.02806 -0.794016
"61" 1755.042 -0.7493 -0.02818 -0.865344
"62" 1755.125 -0.71472 -0.02832 -0.82368
"63" 1755.209 -0.65582 -0.02845 -0.752844
"64" 1755.292 -0.59693 -0.02858 -0.682008
"65" 1755.375 -0.53803 -0.02872 -0.611172
"66" 1755.459 -0.47913 -0.02885 -0.540348
"67" 1755.542 -0.42024 -0.02898 -0.469512
"68" 1755.625 -0.36134 -0.02912 -0.398676
"69" 1755.709 -0.30245 -0.02925 -0.32784
"70" 1755.792 -0.24355 -0.02938 -0.257004
"71" 1755.875 -0.18466 -0.02952 -0.186168
"72" 1755.959 -0.12576 -0.02965 -0.115332
"73" 1756.042 -0.06687 -0.02978 -0.044496
"74" 1756.125 -0.0523 -0.02993 -0.026844
"75" 1756.209 -0.05221 -0.03008 -0.026556
"76" 1756.292 -0.05212 -0.03023 -0.026268
"77" 1756.375 -0.05204 -0.03038 -0.025992
"78" 1756.459 -0.05195 -0.03053 -0.025704
"79" 1756.542 -0.05187 -0.03068 -0.025416
"80" 1756.625 -0.05178 -0.03083 -0.02514
"81" 1756.709 -0.0517 -0.03098 -0.024852
"82" 1756.792 -0.05161 -0.03113 -0.024576
"83" 1756.875 -0.05152 -0.03128 -0.024288
"84" 1756.959 -0.05144 -0.03143 -0.024
"85" 1757.042 -0.05135 -0.03158 -0.023724
"86" 1757.125 -0.05147 -0.03172 -0.0237
"87" 1757.209 -0.05167 -0.03186 -0.023784
"88" 1757.292 -0.05188 -0.03199 -0.023868
"89" 1757.375 -0.05208 -0.03212 -0.02394
"90" 1757.459 -0.05228 -0.03226 -0.024024
"91" 1757.542 -0.05248 -0.03239 -0.024108
"92" 1757.625 -0.05268 -0.03252 -0.024192
"93" 1757.709 -0.05289 -0.03266 -0.024276
"94" 1757.792 -0.05309 -0.03279 -0.02436
"95" 1757.875 -0.05329 -0.03293 -0.024432
"96" 1757.959 -0.05349 -0.03306 -0.024516
"97" 1758.042 -0.05369 -0.03319 -0.0246
