"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00071 0 -0.000852
"2" 1750.125 -0.00305 -0.0017 -0.00162
"3" 1750.209 -0.00539 -0.00341 -0.002388
"4" 1750.292 -0.00774 -0.00511 -0.003156
"5" 1750.375 -0.01008 -0.00681 -0.003924
"6" 1750.459 -0.01242 -0.00851 -0.004692
"7" 1750.542 -0.01476 -0.01022 -0.00546
"8" 1750.625 -0.01711 -0.01192 -0.006228
"9" 1750.709 -0.01945 -0.01362 -0.006984
"10" 1750.792 -0.02179 -0.01533 -0.007752
"11" 1750.875 -0.02413 -0.01703 -0.00852
"12" 1750.959 -0.02648 -0.01873 -0.009288
"13" 1751.042 -0.02882 -0.02043 -0.010056
"14" 1751.125 -0.02987 -0.0207 -0.010992
"15" 1751.209 -0.03086 -0.02091 -0.01194
"16" 1751.292 -0.03186 -0.02112 -0.012876
"17" 1751.375 -0.03285 -0.02133 -0.013824
"18" 1751.459 -0.03384 -0.02154 -0.01476
"19" 1751.542 -0.03484 -0.02175 -0.015708
"20" 1751.625 -0.03583 -0.02196 -0.016644
"21" 1751.709 -0.03682 -0.02217 -0.017592
"22" 1751.792 -0.03782 -0.02238 -0.018528
"23" 1751.875 -0.03881 -0.02258 -0.019476
"24" 1751.959 -0.03981 -0.02279 -0.020412
"25" 1752.042 -0.0408 -0.023 -0.02136
"26" 1752.125 -0.04126 -0.02321 -0.02166
"27" 1752.209 -0.04167 -0.02342 -0.0219
"28" 1752.292 -0.04208 -0.02362 -0.022152
"29" 1752.375 -0.04249 -0.02383 -0.022392
"30" 1752.459 -0.0429 -0.02404 -0.022644
"31" 1752.542 -0.04332 -0.02425 -0.022884
"32" 1752.625 -0.04373 -0.02445 -0.023124
"33" 1752.709 -0.04414 -0.02466 -0.023376
"34" 1752.792 -0.04455 -0.02487 -0.023616
"35" 1752.875 -0.04496 -0.02508 -0.023856
"36" 1752.959 -0.04537 -0.02528 -0.024108
"37" 1753.042 -0.04578 -0.02549 -0.024348
"38" 1753.125 -0.04644 -0.02569 -0.0249
"39" 1753.209 -0.04713 -0.02588 -0.0255
"40" 1753.292 -0.04782 -0.02608 -0.026088
"41" 1753.375 -0.04851 -0.02628 -0.026676
"42" 1753.459 -0.0492 -0.02647 -0.027276
"43" 1753.542 -0.0499 -0.02667 -0.027864
"44" 1753.625 -0.05059 -0.02687 -0.028464
"45" 1753.709 -0.05128 -0.02706 -0.029052
"46" 1753.792 -0.05197 -0.02726 -0.029652
"47" 1753.875 -0.05266 -0.02746 -0.03024
"48" 1753.959 -0.05335 -0.02765 -0.03084
"49" 1754.042 -0.05404 -0.02785 -0.031428
"50" 1754.125 -0.11999 -0.02806 -0.110316
"51" 1754.209 -0.19876 -0.02827 -0.204576
"52" 1754.292 -0.27752 -0.02849 -0.298848
"53" 1754.375 -0.35629 -0.0287 -0.393108
"54" 1754.459 -0.43506 -0.02891 -0.487368
"55" 1754.542 -0.51382 -0.02913 -0.58164
"56" 1754.625 -0.59259 -0.02934 -0.6759
"57" 1754.709 -0.67136 -0.02955 -0.77016
"58" 1754.792 -0.75012 -0.02977 -0.864432
"59" 1754.875 -0.82889 -0.02998 -0.958692
"60" 1754.959 -0.90766 -0.03019 -1.052952
"61" 1755.042 -0.98643 -0.03041 -1.147212
"62" 1755.125 -0.94082 -0.03063 -1.092228
"63" 1755.209 -0.8631 -0.03086 -0.998688
"64" 1755.292 -0.78538 -0.03109 -0.905148
"65" 1755.375 -0.70766 -0.03132 -0.81162
"66" 1755.459 -0.62994 -0.03154 -0.71808
"67" 1755.542 -0.55223 -0.03177 -0.62454
"68" 1755.625 -0.47451 -0.032 -0.531012
"69" 1755.709 -0.39679 -0.03223 -0.437472
"70" 1755.792 -0.31907 -0.03245 -0.343932
"71" 1755.875 -0.24135 -0.03268 -0.250404
"72" 1755.959 -0.16363 -0.03291 -0.156864
"73" 1756.042 -0.08591 -0.03314 -0.063324
"74" 1756.125 -0.06668 -0.03337 -0.039972
"75" 1756.209 -0.06657 -0.03361 -0.039552
"76" 1756.292 -0.06645 -0.03384 -0.039132
"77" 1756.375 -0.06634 -0.03408 -0.038712
"78" 1756.459 -0.06622 -0.03432 -0.03828
"79" 1756.542 -0.06611 -0.03455 -0.03786
"80" 1756.625 -0.06599 -0.03479 -0.03744
"81" 1756.709 -0.06588 -0.03503 -0.03702
"82" 1756.792 -0.06576 -0.03526 -0.0366
"83" 1756.875 -0.06564 -0.0355 -0.03618
"84" 1756.959 -0.06553 -0.03574 -0.035748
"85" 1757.042 -0.06541 -0.03597 -0.035328
"86" 1757.125 -0.06562 -0.0362 -0.035292
"87" 1757.209 -0.06595 -0.03643 -0.035424
"88" 1757.292 -0.06628 -0.03666 -0.035544
"89" 1757.375 -0.0666 -0.03689 -0.035664
"90" 1757.459 -0.06693 -0.03711 -0.035784
"91" 1757.542 -0.06726 -0.03734 -0.035904
"92" 1757.625 -0.06759 -0.03757 -0.036036
"93" 1757.709 -0.06792 -0.0378 -0.036156
"94" 1757.792 -0.06825 -0.03802 -0.036276
"95" 1757.875 -0.06858 -0.03825 -0.036396
"96" 1757.959 -0.06891 -0.03848 -0.036516
"97" 1758.042 -0.06924 -0.03871 -0.036648
"98" 1758.125 -0.0713 -0.03894 -0.03882
"99" 1758.209 -0.07419 -0.03918 -0.042012
"100" 1758.292 -0.07708 -0.03942 -0.045192
"101" 1758.375 -0.07998 -0.03966 -0.048384
"102" 1758.459 -0.08287 -0.03989 -0.051576
"103" 1758.542 -0.08577 -0.04013 -0.054756
