"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00063 0 -0.000756
"2" 1750.125 -0.00172 -0.00209 0.000444
"3" 1750.209 -0.00282 -0.00418 0.001632
"4" 1750.292 -0.00392 -0.00628 0.002832
"5" 1750.375 -0.00501 -0.00837 0.004032
"6" 1750.459 -0.00611 -0.01046 0.00522
"7" 1750.542 -0.0072 -0.01255 0.00642
"8" 1750.625 -0.0083 -0.01465 0.00762
"9" 1750.709 -0.0094 -0.01674 0.008808
"10" 1750.792 -0.01049 -0.01883 0.010008
"11" 1750.875 -0.01159 -0.02092 0.011208
"12" 1750.959 -0.01268 -0.02302 0.012396
"13" 1751.042 -0.01378 -0.02511 0.013596
"14" 1751.125 -0.01286 -0.02524 0.014868
"15" 1751.209 -0.01184 -0.02529 0.01614
"16" 1751.292 -0.01083 -0.02534 0.017412
"17" 1751.375 -0.00982 -0.02539 0.018684
"18" 1751.459 -0.00881 -0.02545 0.019956
"19" 1751.542 -0.0078 -0.0255 0.021228
"20" 1751.625 -0.00679 -0.02555 0.022512
"21" 1751.709 -0.00578 -0.0256 0.023784
"22" 1751.792 -0.00477 -0.02565 0.025056
"23" 1751.875 -0.00376 -0.0257 0.026328
"24" 1751.959 -0.00275 -0.02575 0.0276
"25" 1752.042 -0.00174 -0.0258 0.028872
"26" 1752.125 -0.00145 -0.02585 0.02928
"27" 1752.209 -0.00122 -0.0259 0.029616
"28" 1752.292 -0.001 -0.02595 0.02994
"29" 1752.375 -0.00077 -0.026 0.030276
"30" 1752.459 -0.00055 -0.02605 0.030612
"31" 1752.542 -0.00032 -0.02611 0.030936
"32" 1752.625 -1e-04 -0.02616 0.031272
"33" 1752.709 0.00012 -0.02621 0.031596
"34" 1752.792 0.00035 -0.02626 0.031932
"35" 1752.875 0.00057 -0.02631 0.032256
"36" 1752.959 8e-04 -0.02636 0.032592
"37" 1753.042 0.00102 -0.02641 0.032928
"38" 1753.125 0.00159 -0.02647 0.033672
"39" 1753.209 0.0022 -0.02653 0.034464
"40" 1753.292 0.00281 -0.02658 0.035268
"41" 1753.375 0.00342 -0.02664 0.036072
"42" 1753.459 0.00403 -0.0267 0.036876
"43" 1753.542 0.00464 -0.02676 0.03768
"44" 1753.625 0.00525 -0.02681 0.038484
"45" 1753.709 0.00586 -0.02687 0.039288
"46" 1753.792 0.00647 -0.02693 0.04008
"47" 1753.875 0.00708 -0.02699 0.040884
"48" 1753.959 0.0077 -0.02705 0.041688
"49" 1754.042 0.00831 -0.0271 0.042492
"50" 1754.125 -0.04888 -0.02716 -0.026064
"51" 1754.209 -0.11742 -0.02722 -0.10824
"52" 1754.292 -0.18595 -0.02728 -0.190416
"53" 1754.375 -0.25449 -0.02733 -0.272592
"54" 1754.459 -0.32303 -0.02739 -0.354768
"55" 1754.542 -0.39157 -0.02745 -0.436944
"56" 1754.625 -0.4601 -0.02751 -0.519108
"57" 1754.709 -0.52864 -0.02757 -0.601284
"58" 1754.792 -0.59718 -0.02762 -0.68346
"59" 1754.875 -0.66572 -0.02768 -0.765636
"60" 1754.959 -0.73425 -0.02774 -0.847812
"61" 1755.042 -0.80279 -0.0278 -0.929988
"62" 1755.125 -0.76183 -0.02787 -0.880764
"63" 1755.209 -0.6926 -0.02793 -0.797604
"64" 1755.292 -0.62337 -0.028 -0.714444
"65" 1755.375 -0.55414 -0.02807 -0.631284
"66" 1755.459 -0.48491 -0.02814 -0.548124
"67" 1755.542 -0.41568 -0.02821 -0.464964
"68" 1755.625 -0.34645 -0.02828 -0.381804
"69" 1755.709 -0.27722 -0.02835 -0.298644
"70" 1755.792 -0.20799 -0.02842 -0.215484
"71" 1755.875 -0.13876 -0.02848 -0.132324
"72" 1755.959 -0.06952 -0.02855 -0.049164
"73" 1756.042 -0.00029 -0.02862 0.033996
"74" 1756.125 0.01633 -0.02871 0.054048
"75" 1756.209 0.01576 -0.0288 0.053472
"76" 1756.292 0.01519 -0.0289 0.052908
"77" 1756.375 0.01462 -0.02899 0.052332
"78" 1756.459 0.01405 -0.02909 0.051756
"79" 1756.542 0.01348 -0.02918 0.051192
"80" 1756.625 0.01291 -0.02928 0.050616
"81" 1756.709 0.01234 -0.02937 0.050052
"82" 1756.792 0.01177 -0.02947 0.049476
"83" 1756.875 0.0112 -0.02956 0.048912
"84" 1756.959 0.01063 -0.02965 0.048336
"85" 1757.042 0.01006 -0.02975 0.047772
"86" 1757.125 0.00994 -0.02982 0.047724
"87" 1757.209 0.01001 -0.02989 0.04788
"88" 1757.292 0.01008 -0.02996 0.048048
"89" 1757.375 0.01015 -0.03003 0.048216
"90" 1757.459 0.01022 -0.0301 0.048384
"91" 1757.542 0.01029 -0.03017 0.048552
"92" 1757.625 0.01036 -0.03024 0.048708
"93" 1757.709 0.01043 -0.03031 0.048876
"94" 1757.792 0.01049 -0.03037 0.049044
"95" 1757.875 0.01056 -0.03044 0.049212
"96" 1757.959 0.01063 -0.03051 0.04938
"97" 1758.042 0.0107 -0.03058 0.049536
"98" 1758.125 0.01308 -0.03066 0.052488
"99" 1758.209 0.01658 -0.03075 0.056796
"100" 1758.292 0.02008 -0.03084 0.061104
"101" 1758.375 0.02358 -0.03093 0.065412
"102" 1758.459 0.02708 -0.03102 0.06972
"103" 1758.542 0.03058 -0.03111 0.074028
"104" 1758.625 0.03408 -0.0312 0.078348
"105" 1758.709 0.03758 -0.03129 0.082656
"106" 1758.792 0.04109 -0.03138 0.086964
"107" 1758.875 0.04459 -0.03147 0.091272
"108" 1758.959 0.04809 -0.03156 0.09558
"109" 1759.042 0.05159 -0.03165 0.099888
"110" 1759.125 0.04931 -0.03173 0.097248
"111" 1759.209 0.04363 -0.03181 0.090528
"112" 1759.292 0.03796 -0.03188 0.083808
"113" 1759.375 0.03229 -0.03196 0.077088
"114" 1759.459 0.02661 -0.03203 0.07038
"115" 1759.542 0.02094 -0.03211 0.06366
"116" 1759.625 0.01527 -0.03218 0.05694
"117" 1759.709 0.0096 -0.03226 0.050232
"118" 1759.792 0.00392 -0.03233 0.043512
"119" 1759.875 -0.00175 -0.03241 0.036792
"120" 1759.959 -0.00742 -0.03249 0.030072
"121" 1760.042 -0.01309 -0.03256 0.023364
"122" 1760.125 -0.08287 -0.03263 -0.060288
"123" 1760.209 -0.19729 -0.03269 -0.197508
"124" 1760.292 -0.3117 -0.03276 -0.334728
"125" 1760.375 -0.42611 -0.03282 -0.471948
