"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00048 0 -0.000576
"2" 1750.125 -0.00233 -0.00167 -0.00078
"3" 1750.209 -0.00417 -0.00334 -0.000996
"4" 1750.292 -0.00602 -0.00502 -0.0012
"5" 1750.375 -0.00786 -0.00669 -0.001416
"6" 1750.459 -0.00971 -0.00836 -0.00162
"7" 1750.542 -0.01156 -0.01003 -0.001824
"8" 1750.625 -0.0134 -0.01171 -0.00204
"9" 1750.709 -0.01525 -0.01338 -0.002244
"10" 1750.792 -0.01709 -0.01505 -0.002448
"11" 1750.875 -0.01894 -0.01672 -0.002664
"12" 1750.959 -0.02079 -0.01839 -0.002868
"13" 1751.042 -0.02263 -0.02007 -0.003084
"14" 1751.125 -0.02316 -0.02036 -0.00336
"15" 1751.209 -0.02363 -0.02058 -0.003648
"16" 1751.292 -0.0241 -0.02081 -0.003936
"17" 1751.375 -0.02457 -0.02104 -0.004224
"18" 1751.459 -0.02504 -0.02127 -0.004512
"19" 1751.542 -0.02551 -0.0215 -0.0048
"20" 1751.625 -0.02598 -0.02173 -0.0051
"21" 1751.709 -0.02645 -0.02196 -0.005388
"22" 1751.792 -0.02692 -0.02219 -0.005676
"23" 1751.875 -0.02739 -0.02242 -0.005964
"24" 1751.959 -0.02786 -0.02265 -0.006252
"25" 1752.042 -0.02833 -0.02288 -0.00654
"26" 1752.125 -0.02863 -0.02311 -0.006624
"27" 1752.209 -0.02892 -0.02334 -0.006708
"28" 1752.292 -0.02922 -0.02357 -0.00678
"29" 1752.375 -0.02951 -0.0238 -0.006852
"30" 1752.459 -0.0298 -0.02402 -0.006924
"31" 1752.542 -0.03009 -0.02425 -0.007008
"32" 1752.625 -0.03038 -0.02448 -0.00708
"33" 1752.709 -0.03067 -0.02471 -0.007152
"34" 1752.792 -0.03096 -0.02494 -0.007224
"35" 1752.875 -0.03125 -0.02517 -0.007296
"36" 1752.959 -0.03154 -0.0254 -0.00738
"37" 1753.042 -0.03183 -0.02562 -0.007452
"38" 1753.125 -0.0322 -0.02585 -0.00762
"39" 1753.209 -0.03257 -0.02607 -0.0078
"40" 1753.292 -0.03294 -0.02629 -0.00798
