"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00067 0 -0.000804
"2" 1750.125 -0.00216 -0.00112 -0.001248
"3" 1750.209 -0.00365 -0.00223 -0.001704
"4" 1750.292 -0.00514 -0.00335 -0.002148
"5" 1750.375 -0.00663 -0.00447 -0.002604
"6" 1750.459 -0.00812 -0.00558 -0.003048
"7" 1750.542 -0.00962 -0.0067 -0.003492
"8" 1750.625 -0.01111 -0.00782 -0.003948
"9" 1750.709 -0.0126 -0.00894 -0.004392
"10" 1750.792 -0.01409 -0.01005 -0.004836
"11" 1750.875 -0.01558 -0.01117 -0.005292
"12" 1750.959 -0.01707 -0.01229 -0.005736
"13" 1751.042 -0.01856 -0.0134 -0.006192
"14" 1751.125 -0.01903 -0.01339 -0.006756
"15" 1751.209 -0.01945 -0.01334 -0.007344
"16" 1751.292 -0.01988 -0.01328 -0.00792
"17" 1751.375 -0.0203 -0.01322 -0.008496
"18" 1751.459 -0.02073 -0.01316 -0.009084
"19" 1751.542 -0.02115 -0.0131 -0.00966
"20" 1751.625 -0.02158 -0.01305 -0.010236
"21" 1751.709 -0.022 -0.01299 -0.010812
"22" 1751.792 -0.02243 -0.01293 -0.0114
"23" 1751.875 -0.02285 -0.01287 -0.011976
"24" 1751.959 -0.02328 -0.01282 -0.012552
"25" 1752.042 -0.0237 -0.01276 -0.013128
"26" 1752.125 -0.0238 -0.0127 -0.01332
"27" 1752.209 -0.02388 -0.01265 -0.013476
"28" 1752.292 -0.02395 -0.0126 -0.01362
"29" 1752.375 -0.02402 -0.01254 -0.013776
"30" 1752.459 -0.02409 -0.01249 -0.01392
"31" 1752.542 -0.02416 -0.01244 -0.014076
"32" 1752.625 -0.02423 -0.01238 -0.01422
"33" 1752.709 -0.02431 -0.01233 -0.014376
"34" 1752.792 -0.02438 -0.01228 -0.01452
"35" 1752.875 -0.02445 -0.01222 -0.014676
"36" 1752.959 -0.02452 -0.01217 -0.01482
"37" 1753.042 -0.02459 -0.01212 -0.014976
"38" 1753.125 -0.02483 -0.01207 -0.015312
"39" 1753.209 -0.02509 -0.01202 -0.015684
"40" 1753.292 -0.02534 -0.01197 -0.016044
"41" 1753.375 -0.0256 -0.01193 -0.016404
"42" 1753.459 -0.02586 -0.01188 -0.016776
"43" 1753.542 -0.02611 -0.01183 -0.017136
"44" 1753.625 -0.02637 -0.01179 -0.017508
"45" 1753.709 -0.02663 -0.01174 -0.017868
"46" 1753.792 -0.02689 -0.01169 -0.018228
"47" 1753.875 -0.02714 -0.01164 -0.0186
"48" 1753.959 -0.0274 -0.0116 -0.01896
"49" 1754.042 -0.02766 -0.01155 -0.019332
"50" 1754.125 -0.08978 -0.0115 -0.093924
"51" 1754.209 -0.16405 -0.01145 -0.183108
"52" 1754.292 -0.23832 -0.0114 -0.272292
"53" 1754.375 -0.31259 -0.01136 -0.361476
"54" 1754.459 -0.38686 -0.01131 -0.45066
"55" 1754.542 -0.46113 -0.01126 -0.539844
"56" 1754.625 -0.5354 -0.01121 -0.629028
"57" 1754.709 -0.60967 -0.01116 -0.718212
"58" 1754.792 -0.68394 -0.01111 -0.807384
"59" 1754.875 -0.75821 -0.01107 -0.896568
"60" 1754.959 -0.83248 -0.01102 -0.985752
"61" 1755.042 -0.90675 -0.01097 -1.074936
"62" 1755.125 -0.86319 -0.01093 -1.022712
"63" 1755.209 -0.78921 -0.01089 -0.933984
"64" 1755.292 -0.71523 -0.01086 -0.845244
"65" 1755.375 -0.64124 -0.01082 -0.756516
"66" 1755.459 -0.56726 -0.01078 -0.667776
"67" 1755.542 -0.49328 -0.01074 -0.579036
"68" 1755.625 -0.4193 -0.01071 -0.490308
"69" 1755.709 -0.34531 -0.01067 -0.401568
"70" 1755.792 -0.27133 -0.01063 -0.31284
"71" 1755.875 -0.19735 -0.0106 -0.2241
"72" 1755.959 -0.12336 -0.01056 -0.13536
"73" 1756.042 -0.04938 -0.01052 -0.046632
"74" 1756.125 -0.03099 -0.0105 -0.024588
"75" 1756.209 -0.03076 -0.01049 -0.024324
"76" 1756.292 -0.03052 -0.01047 -0.02406
"77" 1756.375 -0.03029 -0.01046 -0.023808
"78" 1756.459 -0.03006 -0.01044 -0.023544
"79" 1756.542 -0.02983 -0.01042 -0.02328
"80" 1756.625 -0.0296 -0.01041 -0.023028
"81" 1756.709 -0.02936 -0.01039 -0.022764
"82" 1756.792 -0.02913 -0.01038 -0.0225
"83" 1756.875 -0.0289 -0.01036 -0.022248
"84" 1756.959 -0.02867 -0.01035 -0.021984
"85" 1757.042 -0.02844 -0.01033 -0.021732
"86" 1757.125 -0.02839 -0.0103 -0.021708
"87" 1757.209 -0.02841 -0.01026 -0.02178
"88" 1757.292 -0.02844 -0.01023 -0.021852
"89" 1757.375 -0.02847 -0.01019 -0.021936
"90" 1757.459 -0.02849 -0.01015 -0.022008
"91" 1757.542 -0.02852 -0.01012 -0.02208
"92" 1757.625 -0.02854 -0.01008 -0.022152
"93" 1757.709 -0.02857 -0.01004 -0.022236
"94" 1757.792 -0.0286 -0.01001 -0.022308
"95" 1757.875 -0.02862 -0.00997 -0.02238
"96" 1757.959 -0.02865 -0.00993 -0.022464
"97" 1758.042 -0.02867 -0.0099 -0.022536
"98" 1758.125 -0.02977 -0.00988 -0.02388
"99" 1758.209 -0.0314 -0.00987 -0.025836
"100" 1758.292 -0.03302 -0.00986 -0.027792
"101" 1758.375 -0.03465 -0.00985 -0.02976
"102" 1758.459 -0.03627 -0.00984 -0.031716
"103" 1758.542 -0.0379 -0.00984 -0.033672
"104" 1758.625 -0.03952 -0.00983 -0.03564
"105" 1758.709 -0.04115 -0.00982 -0.037596
"106" 1758.792 -0.04277 -0.00981 -0.039552
