"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -7e-04 0 -0.00084
"2" 1750.125 -0.00257 -0.00167 -0.001092
"3" 1750.209 -0.00444 -0.00334 -0.001332
"4" 1750.292 -0.00631 -0.005 -0.001572
"5" 1750.375 -0.00818 -0.00667 -0.001812
"6" 1750.459 -0.01005 -0.00834 -0.002052
"7" 1750.542 -0.01192 -0.01001 -0.002304
"8" 1750.625 -0.01379 -0.01167 -0.002544
"9" 1750.709 -0.01566 -0.01334 -0.002784
"10" 1750.792 -0.01753 -0.01501 -0.003024
"11" 1750.875 -0.0194 -0.01668 -0.003276
"12" 1750.959 -0.02127 -0.01834 -0.003516
"13" 1751.042 -0.02314 -0.02001 -0.003756
"14" 1751.125 -0.02339 -0.01997 -0.004104
"15" 1751.209 -0.02358 -0.01986 -0.004452
"16" 1751.292 -0.02376 -0.01975 -0.004812
"17" 1751.375 -0.02394 -0.01964 -0.00516
"18" 1751.459 -0.02412 -0.01953 -0.005508
"19" 1751.542 -0.0243 -0.01942 -0.005856
"20" 1751.625 -0.02449 -0.01931 -0.006216
"21" 1751.709 -0.02467 -0.0192 -0.006564
"22" 1751.792 -0.02485 -0.01909 -0.006912
"23" 1751.875 -0.02503 -0.01898 -0.007272
"24" 1751.959 -0.02522 -0.01887 -0.00762
"25" 1752.042 -0.0254 -0.01876 -0.007968
"26" 1752.125 -0.02538 -0.01864 -0.008088
"27" 1752.209 -0.02534 -0.01853 -0.008172
"28" 1752.292 -0.0253 -0.01841 -0.008268
"29" 1752.375 -0.02526 -0.0183 -0.008352
"30" 1752.459 -0.02523 -0.01819 -0.008448
"31" 1752.542 -0.02519 -0.01807 -0.008544
"32" 1752.625 -0.02515 -0.01796 -0.008628
"33" 1752.709 -0.02511 -0.01784 -0.008724
"34" 1752.792 -0.02507 -0.01773 -0.00882
"35" 1752.875 -0.02504 -0.01762 -0.008904
"36" 1752.959 -0.025 -0.0175 -0.009
"37" 1753.042 -0.02496 -0.01739 -0.009084
"38" 1753.125 -0.02503 -0.01728 -0.009288
"39" 1753.209 -0.02511 -0.01718 -0.009516
"40" 1753.292 -0.02519 -0.01708 -0.009732
"41" 1753.375 -0.02528 -0.01698 -0.00996
"42" 1753.459 -0.02536 -0.01688 -0.010176
"43" 1753.542 -0.02544 -0.01678 -0.010404
"44" 1753.625 -0.02553 -0.01667 -0.01062
"45" 1753.709 -0.02561 -0.01657 -0.010848
"46" 1753.792 -0.02569 -0.01647 -0.011064
"47" 1753.875 -0.02578 -0.01637 -0.011292
"48" 1753.959 -0.02586 -0.01627 -0.011508
"49" 1754.042 -0.02594 -0.01617 -0.011724
"50" 1754.125 -0.09082 -0.01606 -0.089712
"51" 1754.209 -0.16842 -0.01596 -0.182964
"52" 1754.292 -0.24603 -0.01585 -0.276216
"53" 1754.375 -0.32363 -0.01574 -0.369468
"54" 1754.459 -0.40124 -0.01564 -0.46272
"55" 1754.542 -0.47884 -0.01553 -0.555972
"56" 1754.625 -0.55645 -0.01543 -0.649224
"57" 1754.709 -0.63405 -0.01532 -0.742476
"58" 1754.792 -0.71166 -0.01521 -0.835728
"59" 1754.875 -0.78926 -0.01511 -0.92898
"60" 1754.959 -0.86687 -0.015 -1.022232
"61" 1755.042 -0.94447 -0.0149 -1.115484
"62" 1755.125 -0.89874 -0.0148 -1.060728
"63" 1755.209 -0.82116 -0.01471 -0.967752
"64" 1755.292 -0.74358 -0.01461 -0.874764
"65" 1755.375 -0.66601 -0.01452 -0.781788
"66" 1755.459 -0.58843 -0.01443 -0.6888
"67" 1755.542 -0.51085 -0.01433 -0.595824
"68" 1755.625 -0.43327 -0.01424 -0.502836
"69" 1755.709 -0.35569 -0.01414 -0.40986
"70" 1755.792 -0.27812 -0.01405 -0.316884
"71" 1755.875 -0.20054 -0.01396 -0.223896
"72" 1755.959 -0.12296 -0.01386 -0.13092
"73" 1756.042 -0.04538 -0.01377 -0.037932
"74" 1756.125 -0.02612 -0.01369 -0.014916
"75" 1756.209 -0.02591 -0.01361 -0.01476
"76" 1756.292 -0.0257 -0.01353 -0.014604
"77" 1756.375 -0.02548 -0.01344 -0.014448
"78" 1756.459 -0.02527 -0.01336 -0.014292
"79" 1756.542 -0.02506 -0.01328 -0.014136
"80" 1756.625 -0.02485 -0.0132 -0.013968
"81" 1756.709 -0.02464 -0.01312 -0.013812
"82" 1756.792 -0.02442 -0.01304 -0.013656
"83" 1756.875 -0.02421 -0.01296 -0.0135
"84" 1756.959 -0.024 -0.01288 -0.013344
"85" 1757.042 -0.02379 -0.0128 -0.013188
"86" 1757.125 -0.02369 -0.01271 -0.013176
"87" 1757.209 -0.02363 -0.01262 -0.013224
"88" 1757.292 -0.02358 -0.01252 -0.01326
"89" 1757.375 -0.02352 -0.01243 -0.013308
"90" 1757.459 -0.02347 -0.01234 -0.013356
"91" 1757.542 -0.02341 -0.01224 -0.013404
"92" 1757.625 -0.02336 -0.01215 -0.013452
"93" 1757.709 -0.0233 -0.01206 -0.013488
"94" 1757.792 -0.02324 -0.01196 -0.013536
"95" 1757.875 -0.02319 -0.01187 -0.013584
"96" 1757.959 -0.02313 -0.01178 -0.013632
"97" 1758.042 -0.02308 -0.01168 -0.01368
"98" 1758.125 -0.02367 -0.0116 -0.014484
"99" 1758.209 -0.02458 -0.01151 -0.015684
"100" 1758.292 -0.02549 -0.01143 -0.016872
"101" 1758.375 -0.0264 -0.01135 -0.01806
"102" 1758.459 -0.02731 -0.01127 -0.019248
"103" 1758.542 -0.02822 -0.01119 -0.020436
"104" 1758.625 -0.02913 -0.01111 -0.021624
"105" 1758.709 -0.03004 -0.01102 -0.022812
"106" 1758.792 -0.03095 -0.01094 -0.024
"107" 1758.875 -0.03186 -0.01086 -0.0252
"108" 1758.959 -0.03277 -0.01078 -0.026388
"109" 1759.042 -0.03367 -0.0107 -0.027576
"110" 1759.125 -0.0385 -0.01062 -0.033456
"111" 1759.209 -0.04561 -0.01054 -0.042084
"112" 1759.292 -0.05272 -0.01046 -0.050712
"113" 1759.375 -0.05983 -0.01038 -0.05934
"114" 1759.459 -0.06694 -0.0103 -0.067968
"115" 1759.542 -0.07405 -0.01022 -0.076596
"116" 1759.625 -0.08116 -0.01014 -0.085224
"117" 1759.709 -0.08827 -0.01006 -0.093852
"118" 1759.792 -0.09539 -0.00998 -0.10248
"119" 1759.875 -0.1025 -0.0099 -0.111108
"120" 1759.959 -0.10961 -0.00983 -0.119736
"121" 1760.042 -0.11672 -0.00975 -0.128364
"122" 1760.125 -0.18963 -0.00965 -0.215976
"123" 1760.209 -0.30836 -0.00955 -0.358572
"124" 1760.292 -0.42709 -0.00945 -0.501168
"125" 1760.375 -0.54581 -0.00934 -0.643764
"126" 1760.459 -0.66454 -0.00924 -0.78636
"127" 1760.542 -0.78327 -0.00913 -0.928956
"128" 1760.625 -0.90199 -0.00903 -1.071564
"129" 1760.709 -1.02072 -0.00893 -1.21416
"130" 1760.792 -1.13945 -0.00882 -1.356756
"131" 1760.875 -1.25817 -0.00872 -1.499352
"132" 1760.959 -1.3769 -0.00862 -1.641948
"133" 1761.042 -1.49563 -0.00851 -1.784544
"134" 1761.125 -1.49827 -0.00842 -1.78782
"135" 1761.209 -1.40536 -0.00834 -1.676424
"136" 1761.292 -1.31245 -0.00826 -1.565028
"137" 1761.375 -1.21954 -0.00817 -1.453644
"138" 1761.459 -1.12663 -0.00809 -1.342248
"139" 1761.542 -1.03372 -0.00801 -1.230852
"140" 1761.625 -0.94081 -0.00793 -1.119456
"141" 1761.709 -0.8479 -0.00785 -1.00806
"142" 1761.792 -0.75499 -0.00777 -0.896664
"143" 1761.875 -0.66208 -0.00768 -0.785268
"144" 1761.959 -0.56917 -0.0076 -0.673872
"145" 1762.042 -0.47625 -0.00752 -0.562476
"146" 1762.125 -0.4183 -0.00742 -0.493056
"147" 1762.209 -0.39427 -0.00731 -0.464364
"148" 1762.292 -0.37025 -0.00719 -0.43566
"149" 1762.375 -0.34622 -0.00708 -0.406968
"150" 1762.459 -0.32219 -0.00696 -0.378276
"151" 1762.542 -0.29816 -0.00685 -0.349572
"152" 1762.625 -0.27414 -0.00673 -0.32088
"153" 1762.709 -0.25011 -0.00662 -0.292188
"154" 1762.792 -0.22608 -0.00651 -0.263484
"155" 1762.875 -0.20205 -0.00639 -0.234792
"156" 1762.959 -0.17803 -0.00628 -0.2061
"157" 1763.042 -0.154 -0.00616 -0.177408
"158" 1763.125 -0.13719 -0.00603 -0.157392
"159" 1763.209 -0.12865 -0.00588 -0.147336
"160" 1763.292 -0.12011 -0.00572 -0.137268
"161" 1763.375 -0.11157 -0.00557 -0.1272
"162" 1763.459 -0.10303 -0.00542 -0.117132
"163" 1763.542 -0.09449 -0.00527 -0.107076
"164" 1763.625 -0.08595 -0.00511 -0.097008
"165" 1763.709 -0.07741 -0.00496 -0.08694
"166" 1763.792 -0.06887 -0.00481 -0.076872
"167" 1763.875 -0.06033 -0.00465 -0.066816
"168" 1763.959 -0.05179 -0.0045 -0.056748
"169" 1764.042 -0.04325 -0.00435 -0.04668
"170" 1764.125 -0.03764 -0.00418 -0.040152
"171" 1764.209 -0.03597 -0.00399 -0.038388
"172" 1764.292 -0.03431 -0.0038 -0.036624
"173" 1764.375 -0.03265 -0.0036 -0.03486
"174" 1764.459 -0.03099 -0.00341 -0.033096
"175" 1764.542 -0.02933 -0.00322 -0.031332
"176" 1764.625 -0.02766 -0.00303 -0.029568
"177" 1764.709 -0.026 -0.00283 -0.027804
"178" 1764.792 -0.02434 -0.00264 -0.02604
"179" 1764.875 -0.02268 -0.00245 -0.024276
"180" 1764.959 -0.02101 -0.00226 -0.022512
"181" 1765.042 -0.01935 -0.00207 -0.020748
"182" 1765.125 -0.01808 -0.00187 -0.019452
"183" 1765.209 -0.01743 -0.00168 -0.018912
"184" 1765.292 -0.01679 -0.00148 -0.018372
"185" 1765.375 -0.01614 -0.00128 -0.017832
"186" 1765.459 -0.0155 -0.00109 -0.017292
"187" 1765.542 -0.01485 -0.00089 -0.016752
"188" 1765.625 -0.01421 -0.00069 -0.016212
"189" 1765.709 -0.01356 -5e-04 -0.015672
"190" 1765.792 -0.01291 -3e-04 -0.015144
"191" 1765.875 -0.01227 -1e-04 -0.014604
"192" 1765.959 -0.01162 1e-04 -0.014064
"193" 1766.042 -0.01098 0.00029 -0.013524
"194" 1766.125 -0.01039 0.00051 -0.013068
"195" 1766.209 -0.00991 0.00075 -0.012792
"196" 1766.292 -0.00944 0.001 -0.012516
"197" 1766.375 -0.00896 0.00124 -0.01224
"198" 1766.459 -0.00848 0.00149 -0.011964
"199" 1766.542 -0.00801 0.00174 -0.011688
"200" 1766.625 -0.00753 0.00198 -0.011412
"201" 1766.709 -0.00705 0.00223 -0.011136
"202" 1766.792 -0.00658 0.00247 -0.01086
"203" 1766.875 -0.0061 0.00272 -0.010584
"204" 1766.959 -0.00563 0.00297 -0.010308
"205" 1767.042 -0.00515 0.00321 -0.010032
"206" 1767.125 -0.00444 0.00346 -0.00948
"207" 1767.209 -0.00319 0.00372 -0.008292
"208" 1767.292 -0.00194 0.00398 -0.007104
"209" 1767.375 -0.00068 0.00424 -0.005916
"210" 1767.459 0.00057 0.00451 -0.004728
"211" 1767.542 0.00182 0.00477 -0.00354
"212" 1767.625 0.00307 0.00503 -0.00234
"213" 1767.709 0.00432 0.00529 -0.001152
"214" 1767.792 0.00558 0.00555 3.6e-05
"215" 1767.875 0.00683 0.00581 0.001224
"216" 1767.959 0.00808 0.00607 0.002412
"217" 1768.042 0.00933 0.00633 0.0036
"218" 1768.125 0.0105 0.0066 0.00468
"219" 1768.209 0.01142 0.00688 0.005448
"220" 1768.292 0.01234 0.00717 0.006216
"221" 1768.375 0.01326 0.00745 0.006972
"222" 1768.459 0.01419 0.00774 0.00774
"223" 1768.542 0.01511 0.00802 0.008508
"224" 1768.625 0.01603 0.00831 0.009264
"225" 1768.709 0.01695 0.00859 0.010032
"226" 1768.792 0.01788 0.00888 0.0108
"227" 1768.875 0.0188 0.00916 0.011568
"228" 1768.959 0.01972 0.00945 0.012324
"229" 1769.042 0.02064 0.00973 0.013092
"230" 1769.125 0.02155 0.01002 0.013848
"231" 1769.209 0.02243 0.01031 0.014556
"232" 1769.292 0.02331 0.0106 0.015252
"233" 1769.375 0.02419 0.01089 0.01596
"234" 1769.459 0.02507 0.01118 0.016668
"235" 1769.542 0.02595 0.01147 0.017376
"236" 1769.625 0.02683 0.01177 0.018084
"237" 1769.709 0.02771 0.01206 0.01878
"238" 1769.792 0.02859 0.01235 0.019488
"239" 1769.875 0.02947 0.01264 0.020196
"240" 1769.959 0.03035 0.01293 0.020904
