"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -5e-04 0 -6e-04
"2" 1750.125 -0.00198 -0.00152 -0.000552
"3" 1750.209 -0.00347 -0.00304 -0.000504
"4" 1750.292 -0.00495 -0.00456 -0.000468
"5" 1750.375 -0.00644 -0.00609 -0.00042
"6" 1750.459 -0.00792 -0.00761 -0.000372
"7" 1750.542 -0.0094 -0.00913 -0.000336
"8" 1750.625 -0.01089 -0.01065 -0.000288
"9" 1750.709 -0.01237 -0.01217 -0.00024
"10" 1750.792 -0.01386 -0.01369 -0.000204
"11" 1750.875 -0.01534 -0.01521 -0.000156
"12" 1750.959 -0.01683 -0.01673 -0.000108
"13" 1751.042 -0.01831 -0.01826 -7.2e-05
"14" 1751.125 -0.01831 -0.01825 -7.2e-05
"15" 1751.209 -0.01825 -0.01819 -8.4e-05
"16" 1751.292 -0.01819 -0.01812 -8.4e-05
"17" 1751.375 -0.01813 -0.01805 -9.6e-05
"18" 1751.459 -0.01807 -0.01799 -9.6e-05
"19" 1751.542 -0.01801 -0.01792 -0.000108
"20" 1751.625 -0.01795 -0.01785 -0.000108
"21" 1751.709 -0.01788 -0.01779 -0.00012
"22" 1751.792 -0.01782 -0.01772 -0.00012
"23" 1751.875 -0.01776 -0.01765 -0.000132
"24" 1751.959 -0.0177 -0.01759 -0.000132
"25" 1752.042 -0.01764 -0.01752 -0.000144
"26" 1752.125 -0.01758 -0.01746 -0.000144
"27" 1752.209 -0.01751 -0.01739 -0.000144
"28" 1752.292 -0.01745 -0.01733 -0.000144
"29" 1752.375 -0.01739 -0.01727 -0.000144
"30" 1752.459 -0.01733 -0.0172 -0.000144
"31" 1752.542 -0.01727 -0.01714 -0.000156
"32" 1752.625 -0.0172 -0.01708 -0.000156
"33" 1752.709 -0.01714 -0.01701 -0.000156
"34" 1752.792 -0.01708 -0.01695 -0.000156
"35" 1752.875 -0.01702 -0.01689 -0.000156
"36" 1752.959 -0.01696 -0.01682 -0.000156
"37" 1753.042 -0.01689 -0.01676 -0.000156
"38" 1753.125 -0.01683 -0.0167 -0.000168
"39" 1753.209 -0.01677 -0.01663 -0.000168
"40" 1753.292 -0.01671 -0.01656 -0.000168
"41" 1753.375 -0.01665 -0.0165 -0.00018
"42" 1753.459 -0.01658 -0.01643 -0.00018
"43" 1753.542 -0.01652 -0.01637 -0.00018
"44" 1753.625 -0.01646 -0.0163 -0.000192
"45" 1753.709 -0.0164 -0.01624 -0.000192
"46" 1753.792 -0.01633 -0.01617 -0.000192
"47" 1753.875 -0.01627 -0.01611 -0.000204
"48" 1753.959 -0.01621 -0.01604 -0.000204
"49" 1754.042 -0.01615 -0.01598 -0.000204
"50" 1754.125 -0.06184 -0.01592 -0.055116
"51" 1754.209 -0.11653 -0.01586 -0.120804
"52" 1754.292 -0.17121 -0.0158 -0.186504
"53" 1754.375 -0.22589 -0.01574 -0.252192
"54" 1754.459 -0.28058 -0.01568 -0.31788
"55" 1754.542 -0.33526 -0.01562 -0.38358
"56" 1754.625 -0.38994 -0.01556 -0.449268
"57" 1754.709 -0.44463 -0.0155 -0.514956
"58" 1754.792 -0.49931 -0.01544 -0.580656
