"year" "UF_tot" "UF_ant" "UF_nat"
"1" 1750.042 -0.00065 0 -0.00078
"2" 1750.125 -0.00328 -0.00172 -0.001872
"3" 1750.209 -0.0059 -0.00344 -0.002964
"4" 1750.292 -0.00853 -0.00515 -0.004056
"5" 1750.375 -0.01116 -0.00687 -0.005148
"6" 1750.459 -0.01378 -0.00859 -0.00624
"7" 1750.542 -0.01641 -0.01031 -0.007332
"8" 1750.625 -0.01904 -0.01202 -0.008412
"9" 1750.709 -0.02167 -0.01374 -0.009504
"10" 1750.792 -0.02429 -0.01546 -0.010596
"11" 1750.875 -0.02692 -0.01718 -0.011688
"12" 1750.959 -0.02955 -0.0189 -0.01278
"13" 1751.042 -0.03218 -0.02061 -0.013872
"14" 1751.125 -0.03328 -0.02065 -0.015168
"15" 1751.209 -0.03433 -0.02061 -0.016464
"16" 1751.292 -0.03537 -0.02057 -0.01776
"17" 1751.375 -0.03642 -0.02053 -0.019068
"18" 1751.459 -0.03746 -0.02049 -0.020364
"19" 1751.542 -0.03851 -0.02046 -0.02166
"20" 1751.625 -0.03955 -0.02042 -0.022956
"21" 1751.709 -0.0406 -0.02038 -0.024264
"22" 1751.792 -0.04164 -0.02034 -0.02556
"23" 1751.875 -0.04269 -0.0203 -0.026856
"24" 1751.959 -0.04373 -0.02026 -0.028164
"25" 1752.042 -0.04478 -0.02023 -0.02946
"26" 1752.125 -0.04508 -0.02019 -0.02988
"27" 1752.209 -0.04533 -0.02015 -0.030216
"28" 1752.292 -0.04557 -0.02011 -0.030552
"29" 1752.375 -0.04581 -0.02007 -0.030888
"30" 1752.459 -0.04605 -0.02003 -0.031224
"31" 1752.542 -0.0463 -0.01999 -0.03156
"32" 1752.625 -0.04654 -0.01996 -0.031896
"33" 1752.709 -0.04678 -0.01992 -0.032232
"34" 1752.792 -0.04702 -0.01988 -0.03258
"35" 1752.875 -0.04727 -0.01984 -0.032916
"36" 1752.959 -0.04751 -0.0198 -0.033252
"37" 1753.042 -0.04775 -0.01976 -0.033588
"38" 1753.125 -0.04835 -0.01973 -0.034344
"39" 1753.209 -0.049 -0.01969 -0.03516
"40" 1753.292 -0.04964 -0.01966 -0.035988
"41" 1753.375 -0.05029 -0.01962 -0.036804
"42" 1753.459 -0.05094 -0.01959 -0.03762
"43" 1753.542 -0.05158 -0.01955 -0.038436
"44" 1753.625 -0.05223 -0.01952 -0.039264
"45" 1753.709 -0.05288 -0.01948 -0.04008
"46" 1753.792 -0.05352 -0.01944 -0.040896
"47" 1753.875 -0.05417 -0.01941 -0.041712
"48" 1753.959 -0.05482 -0.01937 -0.042528
"49" 1754.042 -0.05546 -0.01934 -0.043356
"50" 1754.125 -0.11596 -0.01931 -0.115992
"51" 1754.209 -0.18822 -0.01928 -0.202728
"52" 1754.292 -0.26048 -0.01925 -0.289476
"53" 1754.375 -0.33273 -0.01922 -0.376212
"54" 1754.459 -0.40499 -0.01919 -0.46296
"55" 1754.542 -0.47725 -0.01916 -0.549696
"56" 1754.625 -0.5495 -0.01913 -0.636444
"57" 1754.709 -0.62176 -0.0191 -0.723192
"58" 1754.792 -0.69402 -0.01907 -0.809928
"59" 1754.875 -0.76627 -0.01905 -0.896676
"60" 1754.959 -0.83853 -0.01902 -0.983412
"61" 1755.042 -0.91079 -0.01899 -1.07016
"62" 1755.125 -0.86881 -0.01896 -1.01982
"63" 1755.209 -0.79735 -0.01895 -0.93408
"64" 1755.292 -0.72588 -0.01893 -0.84834
"65" 1755.375 -0.65441 -0.01891 -0.7626
"66" 1755.459 -0.58294 -0.01889 -0.67686
"67" 1755.542 -0.51147 -0.01887 -0.59112
"68" 1755.625 -0.44 -0.01885 -0.50538
"69" 1755.709 -0.36853 -0.01883 -0.41964
"70" 1755.792 -0.29706 -0.01881 -0.333912
"71" 1755.875 -0.22559 -0.01879 -0.248172
